entity_name,name_variants,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,state_count,restaurant_phone,sample_address,apollo_company,apollo_email,apollo_linkedin,apollo_title
Sunandan Mitra,,1,Buffalo Wild Wings,1,No,NY,NY,1,332-330-6352,2907 Broadway,,,,
Legacy Wings (Westside),,1,Buffalo Wild Wings,1,No,NY,NY,1,(516) 603-7234,1385 Metropolitan Avenue,,,,
"Wood, Greg",,1,Buffalo Wild Wings,1,No,NY,NY,1,(315) 276-9413,1111 Champlain Street,,,,
"Brattner, Shawn",,1,Buffalo Wild Wings,1,No,NY,NY,1,(914) 260-9922,1831 Main St,,,,
"Shah, Rushit",,1,Buffalo Wild Wings,1,No,NY,NY,1,(732) 397-1515,1924 Monroe Ave,,,,
"Airmont Rest Ny, Llc",,1,Burger King,1,No,NY,NY,1,(845) 547-2888,260 Route 59,,,,
"Astoria Burgers Co., Inc.",,1,Burger King,1,No,NY,NY,1,(718) 626-5632,3310 Astoria Blvd,,,,
Jsc Attica Llc,,1,Burger King,1,No,NY,NY,1,(585) 505-8812,130 Prospect St,,,,
"Your Burgers, Inc",,1,Burger King,1,No,NY,NY,1,(929) 344-5520,222-10 Northern Blvd,,,,
Brennan,,1,Burger King,1,No,NY,NY,1,(845) 278-2502,Lakeview Plaza,,,,
Elmhurst Burgers Co. Inc,,1,Burger King,1,No,NY,NY,1,(718) 515-8738,3500 Boston Rd,,,,
"3440 Jerome Avenue Operating, Llc",,1,Burger King,1,No,NY,NY,1,(347) 275-1292,3440 Jerome Ave,,,,
"Bronx Pelham Foods, Inc.",,1,Burger King,1,No,NY,NY,1,(718) 409-5164,3261 Westchester Ave,,,,
961 Food Corp.,,1,Burger King,1,No,NY,NY,1,(917) 471-9425,961 E 174th St,,,,
971 Flatbush Avenue Operating Corp.,,1,Burger King,1,No,NY,NY,1,(718) 284-3397,971 Flatbush Ave,,,,
41725 Fulton Operating Corp,,1,Burger King,1,No,NY,NY,1,(718) 330-0854,417-21 Fulton St,,,,
2848 Burger Corp,,1,Burger King,1,No,NY,NY,1,(718) 483-9813,2848 Church Ave,,,,
Brooklyn Bedford Foods Inc.,,1,Burger King,1,No,NY,NY,1,(347) 272-1804,1727 Bedford Ave,,,,
Myrtle Lira Llc,,1,Burger King,1,No,NY,NY,1,(718) 443-1001,1412 Myrtle Ave,,,,
Fbf Lira Llc,,1,Burger King,1,No,NY,NY,1,(718) 265-1130,2164 86th St,,,,
522 Fulton Operating Corp,,1,Burger King,1,No,NY,NY,1,(347) 689-3405,522 Fulton St,,,,
1661 Linden Operating Llc,,1,Burger King,1,No,NY,NY,1,(347) 789-4200,1663 Linden Blvd,,,,
Brooklyn Fifth Avenue Foods Inc.,,1,Burger King,1,No,NY,NY,1,(718) 765-0844,52-12 5th Ave,,,,
1297 Fulton Operating Corp,,1,Burger King,1,No,NY,NY,1,(347) 533-9880,1297 Fulton St,,,,
3301 Fort Hamilton Operating Corp,,1,Burger King,1,No,NY,NY,1,(718) 438-9153,3301 Ft Hamilton Pkwy,,,,
Brooklyn Hillel Foods Inc.,,1,Burger King,1,No,NY,NY,1,(718) 253-4002,13 Hillel Place,,,,
Brooklyn 65 Foods Inc.,,1,Burger King,1,No,NY,NY,1,(718) 236-8074,64-13 14th Ave,,,,
Brooklyn Remsen Foods Inc.,,1,Burger King,1,No,NY,NY,1,(718) 498-5574,9006 Church Ave,,,,
736 Burger Corp,,1,Burger King,1,No,NY,NY,1,(718) 782-0222,736 Broadway,,,,
"Chester Rest Ny, Llc",,1,Burger King,1,No,NY,NY,1,(845) 610-5344,3 Bryle Pl,,,,
Jsc Transit Road Llc,,1,Burger King,1,No,NY,NY,1,(716) 815-5850,5391 Transit Road,,,,
Jsc Fairport Llc,,1,Burger King,1,No,NY,NY,1,(585) 310-8974,875 Fairport Rd,,,,
Jsc Farmington Svm Operations Llc,,1,Burger King,1,No,NY,NY,1,(585) 505-8820,1298 State Route 332,,,,
"144Th St. Burgers Co., Inc.",,1,Burger King,1,No,NY,NY,1,(718) 463-3917,146-04 Northern Blvd,,,,
Freeport Burger Co. Inc,,1,Burger King,1,No,NY,NY,1,(516) 705-8994,21 East Merrick Rd,,,,
Jsc Gates Llc.,,1,Burger King,1,No,NY,NY,1,(585) 504-4566,4 Spencerport Road,,,,
"Goshen Rest. 3282, Llc",,1,Burger King,1,No,NY,NY,1,(845) 294-3157,33 Matthew St,,,,
"Jsc Hamburg Operating Company, Llc",,1,Burger King,1,No,NY,NY,1,(585) 505-8799,5597 Camp Road,,,,
"Highland Rest 3551, Llc",,1,Burger King,1,No,NY,NY,1,(845) 691-7269,56 Milton Ave,,,,
"Phoenix Of Dix Hills, Llc",,1,Burger King,1,No,NY,NY,1,(631) 462-1640,1760 East Jericho Turnpike,,,,
"Compass Group Usa, Inc.",,1,Burger King,1,No,NY,NY,1,(718) 990-1536,8000 Utopia Parkway,,,,
"Hillside Foods, Inc.",,1,Burger King,1,No,NY,NY,1,(718) 441-0925,131-10 Hillside Ave,,,,
547 Food Corp,,1,Burger King,1,No,NY,NY,1,(929) 405-0855,194-14 Linden Blvd,,,,
"Rockaway Blvd. Burgers Co., Inc.",,1,Burger King,1,No,NY,NY,1,(718) 527-5044,15405 Rockaway Blvd,,,,
Merrick Food Corp.,,1,Burger King,1,No,NY,NY,1,(718) 470-2102,21603 Merrick Blvd,,,,
Scarsdale Burgers Co. Inc.,,1,Burger King,1,No,NY,NY,1,(516) 239-0046,665 Rockaway Turnpike,,,,
"Jgc Le Roy Operating Company, Llc",,1,Burger King,1,No,NY,NY,1,(585) 505-8782,134 West Main Street,,,,
"Liberty Rest. 13136, Llc",,1,Burger King,1,No,NY,NY,1,(845) 292-6004,47 Sullivan Ave,,,,
"Maspeth Burger Co., Inc.",,1,Burger King,1,No,NY,NY,1,(718) 424-0687,74-25 Grand Ave,,,,
"Middletown Rest 107, Llc",,1,Burger King,1,No,NY,NY,1,(845) 467-4103,107 Dolsen Ave,,,,
Monroe Rest. 2876. Llc,,1,Burger King,1,No,NY,NY,1,(845) 774-2569,831 Route 17m,,,,
Cardarelli/Cardarelli,,1,Burger King,1,No,NY,NY,1,(914) 666-8600,230 N Bedford Rd,,,,
Columbus Ave Fast Food Llc,,1,Burger King,1,No,NY,NY,1,(914) 530-5262,515 South Columbus Ave,,,,
"New City Rest 2125, Llc",,1,Burger King,1,No,NY,NY,1,(845) 499-2833,164 South Main Street,,,,
"Np Rest 5994, Llc",,1,Burger King,1,No,NY,NY,1,(845) 256-1922,238 Main St,,,,
New Roc City Fast Food Llc,,1,Burger King,1,No,NY,NY,1,(914) 365-1414,33 Lecount Place,,,,
16 Burger Llc,,1,Burger King,1,No,NY,NY,1,(212) 483-1051,16 Beaver St,,,,
Nyc Frederick Foods Inc.,,1,Burger King,1,No,NY,NY,1,(212) 461-0674,2141 Frederick Douglass Blvd,,,,
325 Burger Corp,,1,Burger King,1,No,NY,NY,1,(212) 346-0954,325 Broadway Street,,,,
"200 East 125Th Street Operating, Llc",,1,Burger King,1,No,NY,NY,1,(917) 261-7611,200 East 125th St,,,,
146 Burger Corp,,1,Burger King,1,No,NY,NY,1,(212) 777-9522,146 Delancey St,,,,
Nyc 116 Bk Qsr Inc,,1,Burger King,1,No,NY,NY,1,(212) 426-9532,154 East 116 St,,,,
106 Burger Corp,,1,Burger King,1,No,NY,NY,1,(212) 566-5132,106 Fulton St,,,,
Atlantic Lira Llc,,1,Burger King,1,No,NY,NY,1,(718) 845-8710,92-02 Atlantic Ave,,,,
Jsc Penfield Llc.,,1,Burger King,1,No,NY,NY,1,(585) 450-3622,2146 Fairport Nine Mile Point Rd,,,,
Creative Foods Corp.,,1,Burger King,1,No,NY,NY,1,(516) 935-5407,501 Old Country Rd,,,,
"Poughkeepsie Rest Ny, Llc",,1,Burger King,1,No,NY,NY,1,(845) 765-7270,18 Winslow Gate Road,,,,
Roosevelt Food Group Inc.,,1,Burger King,1,No,NY,NY,1,(347) 813-4753,103-19 Roosevelt Ave,,,,
"Woodhaven Burgers Co. , Inc.",,1,Burger King,1,No,NY,NY,1,(718) 575-0116,92-85 Queens Blvd,,,,
"Jsc Greeceridgemall, Llc",,1,Burger King,1,No,NY,NY,1,(585) 643-1748,424 Greece Ridge Center Drive,,,,
"Jsc Mt. Read Blvd, Llc",,1,Burger King,1,No,NY,NY,1,(585) 505-8870,3491 Mt Read Blvd,,,,
Jsc Humboldt Operating Company Llc,,1,Burger King,1,No,NY,NY,1,(585) 505-8894,21 Humboldt Street,,,,
Jsc Monroe Llc,,1,Burger King,1,No,NY,NY,1,(585) 877-0696,347 Monroe Ave,,,,
"Smithtown Restaurant Associates, Llc",,1,Burger King,1,No,NY,NY,1,(631) 343-7167,942 W Jericho Tpke,,,,
"Queens Liberty Foods, Inc.",,1,Burger King,1,No,NY,NY,1,(917) 300-5405,12002 Liberty Ave,,,,
"Jfm Spring, Llc",,1,Burger King,1,No,NY,NY,1,(845) 352-8853,160 Spring Valley Marktplace,,,,
"Irmg Burger Of Staten Island, Inc.",,1,Burger King,1,No,NY,NY,1,(347) 716-0047,2655 Richmond Ave,,,,
Syed-Rumsey Llc,,1,Burger King,1,No,NY,NY,1,(929) 314-1820,2363 Forest Avenue,,,,
"Franchise Food Services, Inc.",,1,Burger King,1,No,NY,NY,1,(718) 720-8498,950 Jewett Ave,,,,
"Jsc Eastview Mall,Llc",,1,Burger King,1,No,NY,NY,1,(585) 736-9130,670 Eastview Mall,,,,
340 Hempstead Operating Corp,,1,Burger King,1,No,NY,NY,1,(516) 538-2859,340 Hempstead Turnpike,,,,
"Irmg Burger Of Palisades , Inc",,1,Burger King,1,No,NY,NY,1,(845) 310-9866,3623 Palisades Center Drive,,,,
Candu Quick,,1,Burger King,1,No,NY,NY,1,(914) 962-5761,385 Downing Dr,,,,
"Applegreen Ny Travel Plazas, Llc",,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,888-288-7655,447 I-90,,,,
Apkay Corporation,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(347) 281-8085,1370 Metropolitan Avenue,,,,
"Chaouki Bouzayene, Xiu Hang Li",,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,718-766-0016,2166 White Plains Rd,,,,
374 Serinatee'S Place Llc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,3473744909,374 Tompkins Avenue,,,,
Auntiebon786 Corp.,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(845) 310-4083,1570 Flatbush Ave.,,,,
Cv-Cb 48 Fifth Llc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,212.365.6542,48 Fifth Ave.,,,,
Eddie'S Ice Cream Corp.,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,347-893-6391,424 Hoyt Street,,,,
J&R Kosher Llc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,9177899738,1308 Kings Highway,,,,
Mucklason Enterprise Inc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,8459280791,498 Red Apple Ct.,,,,
"Deen Sweet Treats, Llc",,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,718-304-1116,205-03 Hillside Avenue,,,,
Jcbons Inc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(607) 797-2380,601-635 Harry L. Drive,,,,
"Aaron Wood, Andrea Wood-Perez",,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(845) 673-6860,1 Galleria Drive,,,,
664 Eighth Ave 156 Llc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(212) 764-1562,664 8th Avenue,,,,
Cv-Cb 301 Sixth Llc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,646-370-1200,301 6th Ave,,,,
Padam Bajaj,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,646.678.4805,732 7th Ave.,,,,
Penn Cream Delight Inc.,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,646-449-8079,2 Penn Plaza,,,,
Sweet 168 Inc.,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(718) 386-2258,58-24 Myrtle Avenue,,,,
Take Too Inc.,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(631) 774-5155,1320 Tanger Mall Drive,,,,
Ghost Kitchens America Inc.,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(585) 685-1116,2150 Chili Ave,,,,
Bc 2017 Corp,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(917) 742-1168,2655 Richmond Ave.,,,,
Cb Palisades Llc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(914) 278-0980,1000 Palisades Center Dr.,,,,
Lesly Richard,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(347) 248-6158,,,,,
Md Sazdar Rahman,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(718) 200-3047,,,,,
Ts Management 10 Llc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(917) 902-4851,,,,,
2 Sweet Of Yonkers Inc.,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(516) 458-8020,,,,,
"M. Nassa Enterprise, Inc.",,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(845) 928-0791,,,,,
Steven Hidary,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(212) 901-2643,,,,,
"Wilson Castillo, Jake Williams",,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(516) 850-1375,,,,,
Niagara Falls Dessert House Llc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,716-544-0122,,,,,
Romesha Balkumar,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(646) 725-9653,,,,,
Bhatzlacha 770 Llc,,1,Cinnabon,1,No,NEW YORK,NEW YORK,1,(347) 409-6580,,,,,
Jalak Enterprises Inc,,1,Dairy Queen,1,No,NY,NY,1,7168228450,1102 Abbott Rd,,,,
Grl Enterprises Llc,,1,Dairy Queen,1,No,NY,NY,1,7168332834,261 KENMORE AVE,,,,
Tangen Dairy Products Inc,,1,Dairy Queen,1,No,NY,NY,1,7168342447,782 Niagara Fls Blvd,,,,
Pork Chop Inc,,1,Dairy Queen,1,No,NY,NY,1,7168366791,3759 Harlem Rd,,,,
716 Dilly Inc,,1,Dairy Queen,1,No,NY,NY,1,7166770234,465 French Rd,,,,
Depew Dairy Queen Inc,,1,Dairy Queen,1,No,NY,NY,1,7166832050,5016 Broadway,,,,
Gawron Group Inc,,1,Dairy Queen,1,No,NY,NY,1,7169929410,8380 N Main St,,,,
Dawner Enterprises Ltd,,1,Dairy Queen,1,No,NY,NY,1,7166496972,250 Lake St,,,,
Jk Collins Foods Llc,,1,Dairy Queen,1,No,NY,NY,1,7168758821,2517 Elmwood Ave,,,,
Jnd Sweets Inc,,1,Dairy Queen,1,No,NY,NY,1,7168253714,3126 S Park Ave,,,,
"Schmelzle, Mona L",,1,Dairy Queen,1,No,NY,NY,1,7162970529,2301 Military Rd,,,,
Goodhue Group Soft Serv Inc,,1,Dairy Queen,1,No,NY,NY,1,6074328142,413 Chestnut St,,,,
Mapjr Inc,,1,Dairy Queen,1,No,NY,NY,1,7166958259,100 Niagara St,,,,
Trav-Nic Corp Ltd,,1,Dairy Queen,1,No,NY,NY,1,7168335066,922 Brighton Rd,,,,
Transit Treats Inc,,1,Dairy Queen,1,No,NY,NY,1,7166891775,5445 Transit Rd,,,,
Audrey Guthrie Inc,,1,Dairy Queen,1,No,NY,NY,1,3157141000,51 Gouverneur St,,,,
The East Northport Treat Company Llc,,1,Dairy Queen,1,No,NY,NY,1,9177016854,4005 Jericho Tpke,,,,
Dnj Management Llc,,1,Dairy Queen,1,No,NY,NY,1,3156296701,26475 Johnson Rd,,,,
Mjs Food Services Llc,,1,Dairy Queen,1,No,NY,NY,1,5183923440,2319 State Route 66,,,,
Miway Food Corporation,,1,Dairy Queen,1,No,NY,NY,1,8452297170,4164 Albany Post Rd,,,,
Three Treats Llc,,1,Dairy Queen,1,No,NY,NY,1,5186512030,3365 State Route 11,,,,
Icqli Llc,,1,Dairy Queen,1,No,NY,NY,1,5163084683,5366 Sunrise Hwy,,,,
D & M Food Company,,1,Dairy Queen,1,No,NY,NY,1,3157640600,85 Parker Ave,,,,
Stp Hospitality Network Inc,,1,Dairy Queen,1,No,NY,NY,1,6465304138,1145 Montauk Highway,,,,
Michpat & Fam Llc,,1,Dairy Queen,1,No,NY,NY,1,6318803244,2846 Rt 112,,,,
Dev Fast Food Inc,,1,Dairy Queen,1,No,NY,NY,1,8453811118,11 James P Kelly Way,,,,
Palmeri'S & Son Inc,,1,Dairy Queen,1,No,NY,NY,1,7162851873,2432 Niagara St,,,,
Musabbirrifa Llc,,1,Dairy Queen,1,No,NY,NY,1,6316480542,594 Middle Country Rd,,,,
"Gallo, Louis / Gallo, John",,1,Dairy Queen,1,No,NY,NY,1,8452972000,1585 Route 9,,,,
"Rahman, Hafizur",,1,Domino's,1,No,NY,NY,1,(516) 483-3030,317 Hempstead Ave.,,,,
"Ahmed, Md Shueb",,1,Domino's,1,No,NY,NY,1,(212) 802-4444,45 Catherine St.,,,,
"Baldwin, Adam",,1,Domino's,1,No,NY,NY,1,(716) 969-7813,345 Cole Ave.,,,,
"De Busk, Larry",,1,Domino's,1,No,NY,NY,1,(607) 786-5907,314 Paul Street,,,,
Ar Burgers Llc (Atul Singh),,1,Five Guys,1,No,NY,NY,1,315-736-4897,4666 Commercial Dr.,,,,
"Larchmont Pancake House, Inc.",,1,IHOP,1,No,NY,NY,1,(914) 834-4734,1375 Boston Post Road,,,,
Mave Corp.,,1,IHOP,1,No,NY,NY,1,(516)365-2732,1586 Northern Blvd,,,,
Pancake Pack Corp,,1,IHOP,1,No,NY,NY,1,(718) 659-6501,9801 Liberty Avenue,,,,
"Vb Stacks, Llc",,1,IHOP,1,No,NY,NY,1,(718)719-2630,2951 Avenue U,,,,
Victoria Food Llc,,1,IHOP,1,No,NY,NY,1,(631) 423-8760,259B Old Walt Whitman Rd,,,,
Di-Hop Corp.,,1,IHOP,1,No,NY,NY,1,(631) 321-0953,651 Montauk Highway,,,,
Bay Shore Food Corp.,,1,IHOP,1,No,NY,NY,1,(631) 968-6187,Shore Mall,,,,
"Ozerovsky'S Family Enterprise, Inc.",,1,IHOP,1,No,NY,NY,1,(914) 395-1111,2620 Central Park Avenue,,,,
"Bren-Hop, Corp.",,1,IHOP,1,No,NY,NY,1,(516) 536-0527,2971 Long Beach Road,,,,
"Richie'S H.O.P., Inc.",,1,IHOP,1,No,NY,NY,1,(718) 978-6689,25402 Rockaway Blvd,,,,
"Mike'S Hop, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 257-4467,11000 Flatlands Avenue,,,,
Trihop 14Th Street Llc,,1,IHOP,1,No,NY,NY,1,(212) 388-1499,235-237 E. 14th Street,,,,
"Forty Six Nineteen Company, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 251-2262,2101 Ralph Avenue,,,,
"Bronx Pancakes, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 325-6664,4340 Boston Post Road,,,,
"Kimcnefood, Llc",,1,IHOP,1,No,NY,NY,1,(718) 353-5576,155-17 Northern Blvd,,,,
Us Restaurants Inc,,1,IHOP,1,No,NY,NY,1,718 713 2912,243-247 East 149th Street,,,,
Fast Casual Restaurants Inc.,,1,IHOP,1,No,NY,NY,1,(347) 676-5020,134-60 Springfield Blvd,,,,
Mr Cakes Llc,,1,IHOP,1,No,NY,NY,1,(716) 446-1117,4003 Maple Rd,,,,
"Cross Bronx Full Circle, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 860-4467,"961 East 174th Street, #6",,,,
"Dm2Pancakes, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 549-4565,5645 Broadway,,,,
Fordham Flapjacks Inc.,,1,IHOP,1,No,NY,NY,1,718-295-4467,410 E 189th St,,,,
817 Allerton Incorporated,,1,IHOP,1,No,NY,NY,1,(718) 515-0161,817 Allerton Avenue,,,,
"Broccoli, Domenico",,1,IHOP,1,No,NY,NY,1,(718) 823-4467,1001 White Plains Road,,,,
Pancakes Of Coney Island Llc,,1,IHOP,1,No,NY,NY,1,(718) 676-7220,1019 Surf Ave,,,,
"Faculty-Student Association Of State University Of New York At Buffalo, Inc.",,1,Jamba,1,No,NEW YORK,NEW YORK,1,7166453053,Student Union Bldg - N Campus,,,,
"Jj Roosevelt, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,516.747.0140,630 Old Country Road,,,,
"Air Ventures Lga, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,(917) 280-4451,"JFK Airport - JFK & VanWyck, Jet Blue Term. Space 36CC",,,,
"Ssp America, Inc.",,1,Jamba,1,No,NEW YORK,NEW YORK,1,(917) 280-4451,"JFK International Airport, Terminal 4 Loading Dock",,,,
"Smoothie 1224, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,212-247-4611,"30 Rockefeller Plaza, Space SM02, Concourse level",,,,
Jj Port Llc,,1,Jamba,1,No,NEW YORK,NEW YORK,1,(212) 273-1165,"625 8th Ave, Main Concourse South Wing",,,,
"Global Food Concepts, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,212-695-2602,"1 Penn Station, Amtrak Level",,,,
United Group Retail Llc,,1,Jamba,1,No,NEW YORK,NEW YORK,1,212.349.8395,"185 Greenwich St., #LL5130",,,,
"Laguardia Usa, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,501.295.8097,"LaGuardia Airport - Terminal C, Concourse D",,,,
Rainbow Sweet Cravings Llc,,1,Jamba,1,No,NEW YORK,NEW YORK,1,(716) 544-0122,,,,,
"Surya Brands, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,(832) 385-4012,,,,,
"Swati Gupta-Enriquez, Kanupriya Gupta",,1,Jamba,1,No,NEW YORK,NEW YORK,1,(832) 385-4012,,,,,
"Green Caboose, Llc",,1,Jimmy John's,1,No,NY,NY,1,518-344-4906,155 Wolf Road,,,,
Bronx Melrose Foods Inc.,,1,Jimmy John's,1,No,NY,NY,1,308-378-3905,3225 Third Avenue,,,,
"Red Caboose 8720, Llc",,1,Jimmy John's,1,No,NY,NY,1,518-464-5616,2080 Western Ave,,,,
Ark Jj1 Llc,,1,Jimmy John's,1,No,NY,NY,1,607-645-0075,122 N Aurora St,,,,
"M&R Concessions, Llc",,1,Jimmy John's,1,No,NY,NY,1,646-450-8644,JFK International Airport - Terminal 8,,,,
Nyc Gotham Foods Inc.,,1,Jimmy John's,1,No,NY,NY,1,646-368-5906,151 E 125th Street,,,,
"Legacy J Qsr, Llc",,1,Jimmy John's,1,No,NY,NY,1,718-954-9092,21021 Northern Boulevard,,,,
Mcquaid Sandwiches Llc,,1,Jimmy John's,1,No,NY,NY,1,585-494-7827,1635 East Henrietta Road,,,,
"Carpe Iv, Llc",,1,Jimmy John's,1,No,NY,NY,1,607-304-2380,3951 Vestal Pkwy E,,,,
"Lash, James",,1,Jimmy John's,1,No,NY,NY,1,(914) 924-1458,182 Saw Mill River Rd,,,,
"Henry, Brendan",,1,Jimmy John's,1,No,NY,NY,1,(631) 872-0457,691 NY 25a,,,,
"Polizotto, Jeff",,1,Jimmy John's,1,No,NY,NY,1,(631) 278-1882,223 Smithtown Blvd,,,,
"Patel, Manish",,1,Jimmy John's,1,No,NY,NY,1,(585) 409-0527,614 South Crouse Avenue #200,,,,
"Kotes Foods, Llc",,1,KFC,1,No,NY,NY,1,917/566-1748,5625 Broadway,,,,
Ksk 786 Inc.,,1,KFC,1,No,NY,NY,1,718/721-2500,208 McGuinness Boulevard,,,,
"Kfc Of Cobleskill, Llc",,1,KFC,1,No,NY,NY,1,315/735-9918,776 East Main Street,,,,
"Indus Tbny, Inc.",,1,KFC,1,No,NY,NY,1,585/248-2440,1301 Route 332,,,,
Kotes North Llc,,1,KFC,1,No,NY,NY,1,917/566-1748,59 West Merritt Boulevard,,,,
"Kfc Of Johnstown, Inc.",,1,KFC,1,No,NY,NY,1,315/735-9918,144 North Comrie Avenue,,,,
Kfc Of Malta Llc,,1,KFC,1,No,NY,NY,1,315/735-9918,6 Kendall Way,,,,
Kotes Of Third Ave Llc,,1,KFC,1,No,NY,NY,1,917/566-1748,1922 Third Avenue,,,,
"A. Cavegn, Inc.",,1,KFC,1,No,NY,NY,1,845/429-7504,330 Larkin Drive,,,,
Sanjiv (Sam) Chand,,1,KFC,1,No,NY,NY,1,516/775-3347,408 8th Avenue,,,,
Kotes Of Lennox Llc,,1,KFC,1,No,NY,NY,1,917/566-1748,707 Lenox Ave.,,,,
"Kin-Blum, Inc.",,1,KFC,1,No,NY,NY,1,315/735-9918,295 State Route 104,,,,
Kotes Of Pawling Llc,,1,KFC,1,No,NY,NY,1,917/566-1748,"Route 22, Dutchess County Plaza",,,,
"Kotes Of Port Jervis, Llc",,1,KFC,1,No,NY,NY,1,917/566-1748,290 East Main Street,,,,
"Kfc Of Utica, Llc",,1,KFC,1,No,NY,NY,1,315/735-9918,138 N. Genessee Street,,,,
"Lucky 1 Holdings, Inc.",,1,KFC,1,No,NY,NY,1,914/424-9800,1000 Palisades Center Drive,,,,
Kotes Of Queens Llc,,1,KFC,1,No,NY,NY,1,917/566-1748,5717 Queens Blvd,,,,
"Advanced Kotes, Llc",,1,KFC,1,No,NY,NY,1,914/966-0409,124 Nepperhan Avenue,,,,
"Divine Anju, Llc",,1,KFC,1,No,NY,NY,1,973/342-1421,,,,,
0233-0019,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,756 FOOTE AVE.,,,,
1211-0002,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,3940 RTE 281,,,,
1211-0003,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,2901 EAST MAIN ST,,,,
1219-0004,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,3969 VINEYARD DR,,,,
1219-0005,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,269 E FAIRMONT AVE,,,,
1552-0002,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,4 WEST MOUNT EDEN AVENUE,,,,
1552-0003,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,119 W KINGSBRIDGE RD,,,,
1552-0004,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,15 EAST 167TH ST,,,,
1552-0005,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,2537 DECATUR AVE,,,,
1570-0001,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,3743 DEWEY AVE,,,,
1570-0002,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,2394 LYELL AVE,,,,
1570-0003,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,1297 CHILI AVE,,,,
1570-0004,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,515 MONROE AVE,,,,
1573-0003,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,1656 BRUCKNER BLVD,,,,
1573-0004,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,1058 SOUTHERN BLVD.,,,,
1573-0005,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,841 E 149TH ST,,,,
1906-0001,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,,737 MAIN ST,,,,
Jmhem Corp.,,1,Little Caesars,1,No,NEW YORK,NEW YORK,1,(914) 226-8701,490 SOUTH BROADWAY,,,,
Maria Kaufman,,1,McDonald's,1,No,NY,NY,1,631-499-9762,1999 JERICHO TURNPIKE,,,,
Paolo A Solimeo,,1,McDonald's,1,No,NY,NY,1,718-263-7281,98-01 METROPOLITAN AVE,,,,
Julian Barsamian-Moncrief,,1,McDonald's,1,No,NY,NY,1,718-326-5500,59-60 55TH ROAD,,,,
